Year_Code,Country_Name,Country_Code,Adults_15_living_HIV,Adults_Children_0_14_15_living_HIV,AIDS_estimated_deaths_UNAIDS,Adults_children_0_14_15_newly_infected_HIV,Adults_15_newly_infected_HIV,Children_0_14_living_with_HIV,Children_orphaned_by_HIV_AIDS,Children_0_14_newly_infected_HIV,Incidence_tuberculosis_per_100000,Labor_force_total,Mortality_traffic_injury_100K,Population_female,Population_male,Population_total,Malaria_cases_reported,Suicide_mortality_per_100K,Tuberculosis_death_per_100K,Tuberculosis_case_detection,Tuberculosis_treatment_success_NewCases
YR2014,Isle of Man,IMN,,,,,,,,,,,,,,82590,,,,,
YR2014,Israel,ISR,,,,,,,,,5.2,3805304,,4144596,4071104,8215700,,,0.22,87,89
YR2014,Italy,ITA,130000,130000,,3700,3600,1000,12000,100,5.8,25406356,,31219344,29569796,60789140,,,0.55,,
YR2014,Jamaica,JAM,29000,30000,1200,,,500,14000,100,3.9,1408224,,1438191,1423896,2862087,,,0.21,80,18
YR2014,Japan,JPN,,,,,,,,,18,65869553,,65078022,62197978,127276000,,,2.6,87,53
YR2014,Jordan,JOR,500,500,100,100,100,,,,6.5,2237798,,4342550,4466756,8809306,,,0.33,80,88
YR2014,Kazakhstan,KAZ,21000,22000,1000,2800,2800,500,4400,100,99,9045446,,8918736,8370488,17289224,,,8.6,89,90
YR2014,Kenya,KEN,1400000,1600000,47000,73000,62000,140000,1000000,10000,246,17932109,,23148907,22875343,46024250,2808931,,18,80,87
YR2014,Kiribati,KIR,,,,,,,,,468,,,56024,54434,110458,,,23,80,87
YR2014,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,515,15693806,,12835326,12281037,25116363,10535,,56,80,91
YR2014,"Korea, Rep.",KOR,,,,,,,,,86,26448924,,25340846,25405813,50746659,557,,5.2,94,81
YR2014,Kosovo,XKX,,,,,,,,,,,,,,1821800,,,,,
YR2014,Kuwait,KWT,500,500,100,100,100,,,,22,2051661,,1608467,2173983,3782450,,,0.21,87,97
YR2014,Kyrgyz Republic,KGZ,7400,7500,500,1000,1000,200,1700,100,142,2531407,,2943790,2891710,5835500,0,,12,77,84
YR2014,Lao PDR,LAO,10000,11000,500,1000,1000,1000,2600,200,189,3344090,,3299587,3276810,6576397,48071,,52,35,86
YR2014,Latvia,LVA,6500,6500,500,500,500,100,1800,100,49,1020813,,1079155,914627,1993782,,,3.4,76,83
YR2014,Lebanon,LBN,2000,2100,100,200,200,,,,14,1996902,,2783142,2820137,5603279,,,1.1,87,76
YR2014,Lesotho,LSO,300000,310000,10000,22000,20000,,,,852,909653,,1105439,1040346,2145785,,,54,49,70
YR2014,Liberia,LBR,39000,44000,2900,3100,2600,4900,50000,500,308,1532548,,2178344,2212393,4390737,864204,,74,37,74
YR2014,Libya,LBY,,,,,,,,,40,2369117,,3066177,3137931,6204108,,,9.3,46,57
YR2014,Liechtenstein,LIE,,,,,,,,,,,,,,37127,,,,,
YR2014,Lithuania,LTU,2700,2700,100,500,500,,,,62,1483210,,1582528,1349839,2932367,,,7.9,82,81
YR2014,Low income,LIC,,,,,,,,,237,265490573,,314379069,310380845,624759914,,,37,54,86
YR2014,Luxembourg,LUX,,,100,200,200,,,100,5,273717,,277525,278794,556319,,,0.18,87,
YR2014,"Macao SAR, China",MAC,,,,,,,,,78,367390,,306325,282456,588781,,,6.4,87,86
YR2014,"Macedonia, FYR",MKD,500,500,100,100,100,,,,15,964133,,1038992,1038503,2077495,,,1.1,90,87
YR2014,Madagascar,MDG,24000,26000,1500,3500,3200,1900,19000,500,235,11826247,,11831163,11758638,23589801,365239,,49,51,83
YR2014,Malawi,MWI,880000,1000000,28000,42000,35000,130000,770000,7700,227,7601913,,8618832,8450006,17068838,2905310,,16,43,85
YR2014,Malaysia,MYS,100000,100000,8300,6500,6500,500,84000,100,93,14248789,,14607024,15620993,30228017,3147,,8.1,87,78
YR2014,Maldives,MDV,,,,,,,,,44,206937,,175201,225799,401000,,,4.5,80,37
YR2014,Mali,MLI,98000,110000,6200,6400,4700,14000,87000,1800,58,5829592,,8481734,8481112,16962846,2039853,,10,59,73
YR2014,Malta,MLT,500,500,100,,,,,,12,190990,,213261,214103,427364,,,0.24,87,
YR2014,Marshall Islands,MHL,,,,,,,,,335,,,,,52898,,,37,80,86
YR2014,Mauritania,MRT,11000,12000,1000,,,1000,13000,100,111,1140109,,2018404,2045516,4063920,15835,,21,55,70
YR2014,Mauritius,MUS,,,,,,,,,22,612630,,636160,624774,1260934,,,1.4,46,90
YR2014,Mexico,MEX,200000,210000,4900,12000,12000,2500,63000,500,21,55636413,,62378597,61843003,124221600,656,,2.1,81,80
YR2014,Middle East & North Africa,MEA,,,,,,,,,33,143961986,,203466228,217556613,421022841,,,2.9,75,85
YR2014,Moldova,MDA,14000,14000,500,1500,1500,200,2000,100,153,1246274,,1846997,1709400,3556397,,,8.7,65,79
YR2014,Monaco,MCO,,,,,,,,,0,,,,,38132,,,0,,
YR2014,Mongolia,MNG,500,500,100,100,100,,,,428,1303006,,1475577,1448319,2923896,,,21,36,86
YR2014,Montenegro,MNE,500,500,100,100,100,,,,21,247827,,315153,306657,621810,,,0.18,87,89
YR2014,Morocco,MAR,21000,21000,1000,1200,1200,500,5500,100,106,12155407,,17350958,16967124,34318082,0,,8.9,84,86
YR2014,Mozambique,MOZ,1600000,1800000,79000,100000,88000,210000,1200000,17000,551,11753743,,13951848,13260534,27212382,7117648,,73,39,89
YR2014,Myanmar,MMR,220000,230000,10000,12000,12000,9500,130000,1000,369,29068328,,26568570,25355612,51924182,152195,,50,70,87
YR2014,Namibia,NAM,210000,230000,3700,10000,9400,16000,71000,1000,474,876869,,1219635,1151357,2370992,15914,,30,80,87
YR2014,Nauru,NRU,,,,,,,,,90,,,,,11853,,,7.4,87,100
YR2014,Nepal,NPL,33000,34000,2100,1300,1200,1300,28000,100,158,15660007,,14578845,13744396,28323241,832,,17,79,92
YR2014,Netherlands,NLD,23000,23000,500,1000,1000,100,1100,100,5.5,8972876,,8483704,8381304,16865008,,,0.23,87,85
YR2014,New Caledonia,NCL,,,,,,,,,13,116048,,132560,135440,268000,,,1.1,87,20
YR2014,New Zealand,NZL,,,,,,,,,7.6,2443827,,2292592,2217108,4509700,,,0.23,87,82
YR2014,Nicaragua,NIC,8700,8900,500,500,500,500,6800,100,55,2675728,,3049989,2964008,6013997,1163,,2.7,80,85
YR2014,Niger,NER,45000,51000,3200,2000,1300,6400,77000,1000,98,6167735,,9560027,9588192,19148219,1953309,,18,58,79
YR2014,Nigeria,NGA,2900000,3100000,170000,210000,180000,270000,2700000,35000,322,55332260,,87106365,89354137,176460502,7826954,,96,15,87
YR2014,North America,NAC,,,,,,,,,3.4,179446367,,178931538,175176482,354173159,,,0.2,87,84
YR2014,Norway,NOR,,,,,,,,,6.8,2732444,,2554063,2583169,5137232,,,0.25,87,84
YR2014,Oman,OMN,,,,,,,,,9.7,2078856,,1419517,2541408,3960925,0,,0.6,87,96
YR2014,Pakistan,PAK,110000,110000,4100,17000,16000,2500,16000,1000,270,64591118,,90223238,95323019,185546257,275149,,26,62,93
YR2014,Palau,PLW,,,,,,,,,76,,,,,21094,,,6.2,87,57
YR2014,Panama,PAN,19000,19000,1000,1300,1200,,,,47,1837460,,1945797,1958189,3903986,874,,6.1,80,79
YR2014,Papua New Guinea,PNG,40000,43000,1300,2700,2300,3400,16000,500,432,3435061,,3810527,3945258,7755785,281182,,39,81,70
YR2014,Paraguay,PRY,17000,18000,1000,1300,1300,500,6100,100,39,3249278,,3227025,3325559,6552584,0,,4,87,71
YR2014,Peru,PER,68000,70000,2100,,,1500,38000,100,121,16441208,,15500874,15472480,30973354,64676,,6.3,80,87
YR2014,Philippines,PHL,38000,38000,500,8000,8000,500,1300,100,322,43625217,,49648311,50453938,100102249,4903,,19,76,92
YR2014,Poland,POL,,,,,,,,,19,18418508,,19647678,18364057,38011735,,,1.5,87,58
YR2014,Portugal,PRT,,,,,,,,,24,5237335,,5466320,4934742,10401062,,,2.1,87,72
YR2014,Puerto Rico,PRI,,,,,,,,,1.4,1210846,,1835923,1698951,3534874,,,0.27,87,66
YR2014,Qatar,QAT,100,100,100,100,100,,,,25,1733719,,579161,1795258,2374419,,,0.23,87,
YR2014,Romania,ROU,15000,15000,200,1000,1000,100,1000,100,87,9433735,,10257961,9651018,19908979,,,5.8,87,85
YR2014,Russian Federation,RUS,,,,,,,,,82,76260120,,77029543,66790123,143819666,,,12,87,69
YR2014,Rwanda,RWA,200000,220000,3500,7700,6900,18000,100000,1000,63,5677503,,5784486,5560871,11345357,1610812,,4.9,81,86
YR2014,Samoa,WSM,,,,,,,,,14,49351,,93107,99183,192290,,,1.1,87,78
YR2014,San Marino,SMR,,,,,,,,,2.5,,,,,32657,,,0,,
YR2014,Sao Tome and Principe,STP,,,,,,,,,97,65088,,96045,95221,191266,1754,,6.5,87,74
YR2014,Saudi Arabia,SAU,7600,7800,200,500,500,500,1400,100,12,12335568,,13370865,17405857,30776722,30,,2.1,87,62
YR2014,Senegal,SEN,37000,43000,2100,1400,1000,5100,26000,1000,138,4704802,,7410633,7135478,14546111,265624,,21,66,87
YR2014,Serbia,SRB,2300,2400,100,200,200,,,,24,3055690,,3645186,3485390,7130576,,,1.3,87,81
YR2014,Seychelles,SYC,,,,,,,,,16,,,45740,45619,91359,,,0,87,69
YR2014,Sierra Leone,SLE,59000,64000,2800,,,4600,24000,1000,310,2688573,,3577087,3502075,7079162,1374476,,47,64,85
YR2014,Singapore,SGP,,,,,,,,,45,3101837,,2769075,2700649,5469724,,,1.4,87,78
YR2014,Slovak Republic,SVK,1000,1000,100,100,100,,,,6.8,2736290,,2785837,2632812,5418649,,,0.64,87,88
YR2014,Slovenia,SVN,1000,1000,100,100,100,,,,7.9,1017230,,1039290,1022690,2061980,,,0.83,87,77
YR2014,Small states,SST,,,,,,,,,,17072490,,18265641,19730147,38251715,,,,,
YR2014,Solomon Islands,SLB,,,,,,,,,75,233278,,283021,292483,575504,18404,,8.3,80,91
YR2014,Somalia,SOM,22000,24000,1800,1900,1500,2500,26000,500,274,3894714,,6779294,6733831,13513125,11001,,67,45,86
YR2014,South Africa,ZAF,6400000,6800000,110000,300000,290000,350000,1900000,16000,834,20104698,,27556160,26590575,54146734.74,11705,,47,68,78
YR2014,South Asia,SAS,,,,,,,,,225,659911424,,833980568,887859971,1721840539,,,37,57,79
YR2014,South Sudan,SSD,180000,200000,14000,17000,14000,18000,140000,2700,146,,,5758618,5772353,11530971,,,30,48,71
YR2014,Spain,ESP,140000,140000,,4000,4000,100,7600,100,12,23207958,,23643347,22837535,46480882,,,0.62,87,58
YR2014,Sri Lanka,LKA,3100,3100,100,500,500,,,,65,8111656,,10748908,10022092,20771000,0,,5.6,69,84
YR2014,St. Kitts and Nevis,KNA,,,,,,,,,15,,,,,53739,,,6.2,87,
YR2014,St. Lucia,LCA,,,,,,,,,9.1,97692,,89957,86464,176421,,,3,36,
YR2014,St. Martin (French part),MAF,,,,,,,,,,,,,,31530,,,,,
YR2014,St. Vincent and the Grenadines,VCT,,,,,,,,,5.3,54996,,54167,55190,109357,,,1.6,87,
YR2014,Sudan,SDN,50000,52000,2700,5000,4400,2700,22000,1000,94,10550452,,18894843,18843070,37737913,1068506,,20,52,82
YR2014,Swaziland,SWZ,190000,210000,4000,11000,10000,17000,80000,1000,733,412912,,667383,627714,1295097,389,,38,60,78
YR2014,Sweden,SWE,10000,10000,100,1000,1000,100,1300,100,7.5,5192592,,4852905,4843205,9696110,,,0.31,87,88
YR2014,Switzerland,CHE,,,,,,,,,5.9,4795052,,4139717,4048932,8188649,,,0.22,87,
YR2014,Syrian Arab Republic,SYR,,,,,,,,,23,5027753,,9493706,9709384,19203090,0,,0.13,80,70
YR2014,Tajikistan,TJK,13000,13000,1000,1200,1200,500,5300,100,91,3705277,,4156506,4206239,8362745,2,,3,77,89
YR2014,Tanzania,TZA,1200000,1300000,41000,60000,52000,120000,1200000,8300,327,22470901,,26429367,25805502,52234869,108999,,60,36,90
YR2014,Thailand,THA,460000,470000,18000,8700,8600,5900,220000,100,171,39988092,,34985136,33431636,68416772,37921,,12,59,80
YR2014,Timor-Leste,TLS,,,,,,,,,498,279184,,596898,615916,1212814,342,,87,63,84
YR2014,Togo,TGO,90000,100000,5900,4500,3200,14000,97000,1300,58,3376706,,3627480,3601435,7228915,1130251,,8.6,61,88
YR2014,Tonga,TON,,,,,,,,,14,42291,,52757,53025,105782,,,1.2,87,100
YR2014,Trinidad and Tobago,TTO,11000,11000,500,500,500,100,2400,100,21,675376,,685691,668802,1354493,,,1.9,87,64
YR2014,Tunisia,TUN,2500,2500,100,500,500,,,,35,4057228,,5635329,5508579,11143908,,,2,80,91
YR2014,Turkey,TUR,,,,,,,,,19,28719545,,39150624,37880004,77030628,0,,0.97,87,87
YR2014,Turkmenistan,TKM,,,,,,,,,64,2354589,,2775291,2690950,5466241,,,9,76,
YR2014,Turks and Caicos Islands,TCA,,,,,,,,,3.4,,,,,33739,,,0,87,0
YR2014,Tuvalu,TUV,,,,,,,,,174,,,,,10908,,,14,87,47
YR2014,Uganda,UGA,1200000,1400000,36000,60000,55000,160000,1100000,5300,202,16989652,,19527298,19306040,38833338,3631939,,12,58,75
YR2014,Ukraine,UKR,220000,220000,7000,17000,16000,3800,43000,500,94,22734425,,24359093,20912854,45271947,,,12,75,72
YR2014,United Arab Emirates,ARE,,,,,,,,,1.6,6274120,,2400876,6669991,9070867,,,0.48,42,80
YR2014,United Kingdom,GBR,,,,,,,,,12,33415984,,32787524,31825636,64613160,,,0.48,89,81
YR2014,United States,USA,1100000,,,,37000,,,,3.2,159829705,,161017913,157545543,318563456,,,0.18,87,85
YR2014,Upper middle income,UMC,,,,,,,,,82,1338319239,,1259517465,1281344086,2541065425,,,5,79,84
YR2014,Uruguay,URY,12000,12000,500,,,100,3600,100,29,1750381,,1769482,1650064,3419546,,,1.9,87,75
YR2014,Uzbekistan,UZB,,,,,,,,,82,13619472,,15437659,15320041,30757700,0,,7.5,76,87
YR2014,Vanuatu,VUT,,,,,,,,,63,116266,,127705,131145,258850,982,,9.6,69,87
YR2014,"Venezuela, RB",VEN,110000,110000,2900,6800,6400,2600,20000,500,26,14219791,,15426877,15311501,30738378,89498,,2.1,80,80
YR2014,Vietnam,VNM,240000,250000,8900,13000,13000,5800,87000,500,140,54533375,,45862689,44866211,90728900,15752,,18,77,91
YR2014,West Bank and Gaza,PSE,,,,,,,,,1.2,1110129,,2116581,2178101,4294682,,,0.05,80,91
YR2014,World,WLD,33100000,35500000,1100000,1900000,1700000,2300000,18000000,190000,144,3360432641,,3601421986,3664743458,7268986176,,,19,58,83
YR2014,"Yemen, Rep.",YEM,8200,8600,500,1000,1000,500,4100,100,48,7642054,,12983529,13262798,26246327,86707,,5.9,77,86
YR2014,Zambia,ZMB,1100000,1200000,22000,68000,56000,100000,530000,12000,406,6385092,,7871673,7749301,15620974,4077547,,31,59,85
YR2014,Zimbabwe,ZWE,1200000,1300000,33000,49000,45000,,,,278,7419111,,7912708,7498967,15411675,535931,,13,70,81
YR2014,Latin America & Caribbean,LCN,,,,,,,,,41,301167207,,315440066,308573533,624331830,,,2.9,81,75
YR2015,Afghanistan,AFG,6700,6900,500,1000,1000,500,4200,100,189,9825616,15.2,16346869,17389625,33736494,86895,5.5,37,58,
YR2015,Albania,ALB,1500,1500,100,500,500,,,,19,1187927,13.6,1426369,1454334,2880703,,4.3,0.35,76,
YR2015,Algeria,DZA,12000,12000,500,1000,1000,500,2200,100,75,12429690,23.7,19738058,20133470,39871528,0,3.1,8.2,80,
YR2015,American Samoa,ASM,,,,,,,,,8.3,,,,,55537,,,0.68,87,
YR2015,Andorra,AND,,,,,,,,,6.5,,,,,78014,,,0.54,87,
YR2015,Angola,AGO,250000,270000,11000,25000,21000,22000,130000,3200,370,10077619,24.4,14205741,13653564,27859305,2769305,20.5,45,64,
YR2015,Antigua and Barbuda,ATG,,,,,,,,,7.5,,11.5,51984,47939,99923,,0,1.3,,
YR2015,Arab World,ARB,,,,,,,,,,132501625,19.78455332,192160815,206144145,398304960,,4.447473155,,,
YR2015,Argentina,ARG,110000,110000,2400,5400,5400,1200,19000,100,25,19804913,14.1,22172551,21245214,43417765,0,14.2,1.6,87,
YR2015,Armenia,ARM,3200,3200,200,500,500,,,,41,1480692,15.7,1546192,1370758,2916950,,5.4,3,89,
YR2015,Aruba,ABW,,,,,,,,,12,,,54743,49598,104341,,,1,,
YR2015,Australia,AUS,24000,24000,500,1100,1100,100,2600,100,6,12493021,5.4,11932806,11856532,23789338,,11.8,0.18,87,
YR2015,Austria,AUT,,,,,,,,,7.6,4466147,5.7,4406789,4226380,8633169,,16.4,0.91,87,
YR2015,Azerbaijan,AZE,8600,8700,500,1000,1000,100,1700,100,69,4835556,10,4847488,4801853,9649341,0,3.3,0.39,81,
YR2015,"Bahamas, The",BHS,7900,8000,,,,,,,18,227447,11,197489,189349,386838,,1.8,0.49,87,
YR2015,Bahrain,BHR,500,500,100,100,100,,,,18,751328,7.1,525098,846757,1371855,,6.5,0.44,,
YR2015,Bangladesh,BGD,11000,11000,1000,1400,1400,500,7500,100,225,70709722,12.8,79857914,81342972,161200886,6608,5.5,45,57,
YR2015,Barbados,BRB,2600,2600,100,200,200,,,,0,151928,5.5,148040,136177,284217,,0.4,0.33,,
YR2015,Belarus,BLR,18000,18000,200,1900,1900,100,500,100,55,4834794,12.6,5074666,4414950,9489616,,22.8,4.8,72,
YR2015,Belgium,BEL,,,,,,,,,9.4,5015320,7.1,5732314,5541882,11274196,,20.5,0.47,87,
YR2015,Belize,BLZ,4100,4200,200,500,500,200,1000,100,25,169435,21.3,180182,179106,359288,9,7.3,2.4,87,
YR2015,Benin,BEN,59000,66000,2600,3900,3300,6700,43000,1000,60,4317485,27.7,5305825,5270127,10575952,1268347,9.3,9.5,61,
YR2015,Bermuda,BMU,,,,,,,,,0,,,,,65235,,,0,,
YR2015,Bhutan,BTN,,,,,,,,,155,379597,15,368944,418442,787386,104,11.7,16,80,
YR2015,Bolivia,BOL,18000,18000,1000,1100,1100,1000,12000,100,117,5299681,23.3,5353994,5370711,10724705,6907,18.7,3.2,62,
YR2015,Botswana,BWA,340000,350000,4200,11000,10000,14000,75000,1000,356,1165720,21,1117556,1091641,2209197,326,9.7,26,62,
YR2015,Brazil,BRA,790000,800000,14000,48000,47000,12000,110000,1000,41,107108795,22.6,104678401,101283707,205962108,143049,6.3,2.7,87,
YR2015,British Virgin Islands,VGB,,,,,,,,,0,,,,,30113,,,0,,
YR2015,Brunei Darussalam,BRN,,,,,,,,,58,202453,8,202444,215098,417542,,1.3,5.3,87,
YR2015,Bulgaria,BGR,3400,3400,200,,,,,,24,3343145,7.6,3687600,3490391,7177991,,15.9,1.3,96,
YR2015,Burkina Faso,BFA,84000,95000,3700,3400,2900,11000,86000,500,52,8230018,30.7,9091848,9018776,18110624,7015446,9.2,9,60,
YR2015,Burundi,BDI,72000,85000,3500,2600,2000,13000,100000,1000,122,4714768,32.7,5183997,5015273,10199270,5159706,8,24,51,
YR2015,Cabo Verde,CPV,2600,2700,100,,,200,1200,100,139,250517,21.3,267548,265365,532913,7,8.5,5.3,37,
YR2015,Cambodia,KHM,68000,73000,2000,1000,1000,4500,50000,200,380,8584170,19,7949056,7568579,15517635,33930,11.9,55,59,
YR2015,Cameroon,CMR,510000,560000,31000,31000,28000,48000,330000,3800,212,9887775,28.1,11410451,11424071,22834522,1162784,11.9,30,53,
YR2015,Central African Republic,CAF,120000,130000,8000,9200,8200,10000,110000,1000,391,1995826,31.8,2303826,2242274,4546100,598833,17.4,45,55,
YR2015,Chad,TCD,100000,110000,3600,5000,4100,12000,66000,1000,152,5257336,24.3,6998240,7011173,14009413,787046,8.7,23,54,
YR2015,Channel Islands,CHI,,,,,,,,,,81114,,82567,81191,163758,,,,,
YR2015,Chile,CHL,57000,58000,,4700,4700,500,6700,100,16,8772809,11.6,8966170,8796511,17762681,,9.9,2.6,87,
YR2015,China,CHN,,,,,,,,,67,800358075,19.4,664756807,706463193,1371220000,39,10,2.6,87,
YR2015,Colombia,COL,120000,120000,3200,5800,5800,1000,48000,100,31,25038316,18.9,24485165,23743532,48228697,55866,6.1,2.1,80,
YR2015,Comoros,COM,200,200,100,100,100,,,,35,267144,28.6,385341,392083,777424,1300,7.4,7.8,,
YR2015,"Congo, Dem. Rep.",COD,330000,380000,22000,14000,10000,51000,550000,3900,324,29076305,33.5,38200543,37996076,76196619,11627473,9.8,66,48,
YR2015,"Congo, Rep.",COG,82000,87000,4300,7600,6600,5900,58000,1000,379,2008297,26.7,2496701,2498947,4995648,51529,9.6,49,57,
YR2015,Costa Rica,CRI,13000,13000,500,1000,1000,100,1100,100,11,2300264,14.9,2402304,2405548,4807852,0,7.7,1,80,
YR2015,Cote d'Ivoire,CIV,430000,470000,29000,21000,17000,38000,320000,4100,159,8867217,24,11379956,11728516,23108472,3375904,18.1,22,62,
YR2015,Croatia,HRV,1400,1400,100,100,100,,,,13,1871921,9.2,2178188,2025416,4203604,,17.5,0.78,87,
YR2015,Cuba,CUB,22000,22000,200,2900,2900,200,1000,100,7,5334490,7.6,5726254,5735178,11461432,,14,0.41,87,
YR2015,Curacao,CUW,,,,,,,,,3.7,,,85702,72277,157979,,,0.15,,
YR2015,Cyprus,CYP,,,,,,,,,6.2,616778,6.5,579589,581396,1160985,,4.7,0.1,87,
YR2015,Czech Republic,CZE,3000,3000,100,500,500,,,,5.2,5320096,6.5,5364012,5182047,10546059,,13.7,0.37,93,
YR2015,Denmark,DNK,,,,,,,,,6,2932279,3.4,2857267,2826216,5683483,,12.2,0.35,95,
YR2015,Djibouti,DJI,7800,8700,1000,1000,500,1000,6800,100,378,329922,24.9,461853,465561,927414,,8.6,39,80,
YR2015,Dominica,DMA,,,,,,,,,11,,,,,73162,,,4.7,87,
YR2015,Dominican Republic,DOM,66000,68000,2700,2600,2500,1900,44000,100,60,4816022,27.8,5282294,5246100,10528394,631,6.8,4.6,71,
YR2015,Ecuador,ECU,31000,31000,1000,,,500,11000,100,52,7355668,20.7,8073303,8071065,16144368,686,7.5,3.1,60,
YR2015,El Salvador,SLV,23000,24000,1000,1000,1000,500,7700,100,43,2839877,19,3342507,2969971,6312478,3,11.1,1.9,92,
YR2015,Equatorial Guinea,GNQ,31000,34000,1000,2400,2000,2500,11000,500,172,603428,20.8,526980,648409,1175389,15142,22.6,7.5,86,
YR2015,Eritrea,ERI,13000,15000,1000,500,500,1600,13000,200,65,,24.9,,,,19372,6.7,12,61,
YR2015,Estonia,EST,,,,,,,,,18,683095,6.3,700182,615225,1315407,,18.9,1.9,87,
YR2015,Ethiopia,ETH,640000,710000,22000,30000,26000,68000,560000,3400,192,48378800,27.3,50012148,49860885,99873033,1867059,8.4,26,71,
YR2015,European Union,EUU,,,,,,,,,,247264556,5.364101033,260240363,249462952,509703315,,13.11931041,,,
YR2015,Fiji,FJI,1000,1000,100,,,,,,51,345500,5.8,438518,453631,892149,,8.5,7.1,80,
YR2015,Finland,FIN,,,,,,,,,5.6,2680077,4.4,2782890,2696641,5479531,,16.2,0.68,87,
YR2015,France,FRA,180000,180000,1000,6100,6000,500,5600,100,8.2,30036341,5.1,33886563,32737505,66624068,,16.9,0.8,85,
YR2015,French Polynesia,PYF,,,,,,,,,19,116450,,136113,141577,277690,,,1.5,87,
YR2015,Gabon,GAB,44000,48000,1700,2000,1600,3900,26000,500,465,605340,22.7,938315,991860,1930175,23867,10.9,65,71,
YR2015,"Gambia, The",GMB,19000,21000,1100,1300,1100,1600,15000,200,174,830679,30.4,998628,978962,1977590,240382,6.2,20,73,
YR2015,Georgia,GEO,11000,11000,500,1100,1100,100,1100,100,99,2028477,11.6,1943041,1774059,3717100,0,6.7,3.9,80,
YR2015,Germany,DEU,,,,,,,,,8.1,42823504,4.2,41510094,40176517,81686611,,13.4,0.39,87,
YR2015,Ghana,GHA,260000,290000,16000,20000,16000,34000,280000,3900,160,12993195,26.1,13858892,13723929,27582821,4319919,6.9,37,33,
YR2015,Gibraltar,GIB,,,,,,,,,,,,,,34228,,,,,
YR2015,Greece,GRC,,,,,,,,,4.5,4779713,8.1,5492875,5328008,10820883,,4.3,0.84,90,
YR2015,Greenland,GRL,,,,,,,,,164,,,,,56114,,,13,87,
YR2015,Grenada,GRD,,,,,,,,,5.4,,6.6,53241,53582,106823,,0.5,0.97,87,
YR2015,Guam,GUM,,,,,,,,,51,74917,,79804,81993,161797,,,4.2,87,
YR2015,Guatemala,GTM,44000,45000,1300,2800,2500,1700,10000,500,25,6370897,19.9,8257427,7995002,16252429,5538,2.5,2,80,
YR2015,Guinea,GIN,110000,120000,5600,8700,7000,10000,65000,1800,177,5707556,28.1,6032162,6059371,12091533,810979,7.7,28,55,
YR2015,Guinea-Bissau,GNB,33000,38000,2200,1500,1100,4400,25000,500,373,750668,26.8,900194,870332,1770526,,6.3,85,31,
YR2015,Guyana,GUY,7900,8100,200,1000,1000,500,1000,100,93,321043,15.3,381464,387050,768514,9984,29,14,80,
YR2015,Haiti,HTI,140000,150000,4800,8300,7700,7500,72000,1000,194,4705739,15.3,5413639,5297422,10711061,17583,11.2,18,79,
YR2015,Honduras,HND,21000,22000,1000,1000,1000,1000,22000,100,43,3940669,16.5,4493633,4467196,8960829,3564,3.5,1.1,83,
YR2015,Hungary,HUN,,,,,,,,,9.3,4545300,7.5,5164605,4678423,9843028,,21.6,0.77,94,
YR2015,Iceland,ISL,,,,,,,,,2.4,195274,3.6,164840,165975,330815,,13.1,2.1,87,
YR2015,India,IND,2000000,2100000,68000,86000,76000,,,,217,501761352,21.2,630489688,678564292,1309053980,1169261,15.7,36,59,
YR2015,Indonesia,IDN,600000,610000,37000,50000,47000,13000,170000,3100,395,125459709,15.5,128123149,130038964,258162113,217025,2.9,40,32,
YR2015,"Iran, Islamic Rep.",IRN,65000,66000,4000,5100,5000,1000,23000,100,16,26988427,28,39418735,39941752,79360487,1378,3.6,1.7,80,
YR2015,Iraq,IRQ,,,,,,,,,43,9096445,17.8,17840093,18275556,36115649,0,3,2.4,52,
YR2015,Ireland,IRL,6000,6000,,500,500,100,1000,100,7.2,2196592,4,2357254,2319581,4676835,,11.7,0.36,87,
YR2015,Isle of Man,IMN,,,,,,,,,,,,,,83167,,,,,
YR2015,Israel,ISR,,,,,,,,,4,3869101,3.2,4224040,4156060,8380100,,5.5,0.19,87,
YR2015,Italy,ITA,130000,130000,,3600,3600,1000,12000,100,5.8,25347825,5.6,31172015,29558567,60730582,,7.9,0.55,100,
YR2015,Jamaica,JAM,30000,30000,1300,,,500,13000,100,4.6,1425611,10,1442884,1429050,2871934,,1.4,0.24,80,
YR2015,Japan,JPN,,,,,,,,,17,65568958,4.7,65022509,62118491,127141000,,19.6,2.5,87,
YR2015,Jordan,JOR,500,500,100,100,100,,,,7,2342020,23.6,4518327,4640975,9159302,,3.2,0.35,80,
YR2015,Kazakhstan,KAZ,23000,24000,1000,2900,2900,500,4800,100,89,9148650,23.2,9048573,8495553,17544126,,27.5,7.8,89,
YR2015,Kenya,KEN,1400000,1600000,43000,66000,60000,130000,920000,6200,233,18588560,30.5,23759240,23477019,47236259,1499027,6.5,20,76,
YR2015,Kiribati,KIR,,,,,,,,,551,,2.4,56996,55411,112407,,14.3,27,80,
YR2015,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,561,15835568,20.7,12898959,12344958,25243917,7022,15.8,61,80,
YR2015,"Korea, Rep.",KOR,,,,,,,,,80,26695500,12,25479412,25535535,51014947,627,32,5.1,94,
YR2015,Kosovo,XKX,,,,,,,,,,,,,,1801800,,,,,
