ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,AIR_TIME,FLIGHTS,DISTANCE
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1222,-8,16,4,1506,7,7,0,0,0,144,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1236,12,15,4,1452,-7,0,0,0,0,117,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,,,,,,,,,1,0,,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1405,101,16,7,1621,82,82,1,0,0,113,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1804,340,20,,,,,,0,1,,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1250,26,14,9,1518,19,19,1,0,0,125,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1439,135,22,14,1740,161,161,1,0,0,145,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1248,24,13,6,1515,16,16,1,0,0,128,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1227,3,15,7,1456,-3,0,0,0,0,127,1,950
13204,1320402,31454,12953,1295302,31703,LGA,"New York, NY",NY,1222,-2,21,4,1450,-9,0,0,0,0,123,1,950
